ProductID,ProductTHTDatum,CStatusProduct,FStatusProduct,PStatusProduct,SoortProductID
436,2024-05-17,Gemaakt,Niet gevuld,Niet verpakt,2
437,2024-06-18,In Productie,Niet gevuld,Niet verpakt,1
438,2024-07-19,Gemaakt,Gevuld,Niet verpakt,2
439,2024-08-20,In Productie,Niet gevuld,Niet verpakt,2
440,2024-09-21,Gemaakt,Niet gevuld,Verpakt,1
441,2024-10-22,In Productie,Gevuld,Niet verpakt,1
442,2024-11-23,Gemaakt,Niet gevuld,Niet verpakt,1
443,2024-12-24,In Productie,Niet gevuld,Niet verpakt,2
444,2024-01-25,Gemaakt,Gevuld,Niet verpakt,1
445,2024-02-26,In Productie,Niet gevuld,Verpakt,2
446,2024-03-27,Gemaakt,Niet gevuld,Niet verpakt,2
447,2024-04-28,In Productie,Gevuld,Niet verpakt,1
448,2024-05-01,Gemaakt,Niet gevuld,Niet verpakt,2
449,2024-06-02,In Productie,Niet gevuld,Niet verpakt,1
450,2024-07-03,Gemaakt,Gevuld,Verpakt,1
451,2024-08-04,In Productie,Niet gevuld,Niet verpakt,1
452,2024-09-05,Gemaakt,Niet gevuld,Niet verpakt,2
453,2024-10-06,In Productie,Gevuld,Niet verpakt,1
454,2024-11-07,Gemaakt,Niet gevuld,Niet verpakt,2
455,2024-12-08,In Productie,Niet gevuld,Verpakt,1
456,2024-01-09,Gemaakt,Gevuld,Niet verpakt,2
457,2024-02-10,In Productie,Niet gevuld,Niet verpakt,1
458,2024-03-11,Gemaakt,Niet gevuld,Niet verpakt,1
459,2024-04-12,In Productie,Gevuld,Niet verpakt,1
460,2024-05-13,Gemaakt,Niet gevuld,Verpakt,1
461,2024-06-14,In Productie,Niet gevuld,Niet verpakt,2
462,2024-07-15,Gemaakt,Gevuld,Niet verpakt,2
463,2024-08-16,In Productie,Niet gevuld,Niet verpakt,1
464,2024-09-17,Gemaakt,Niet gevuld,Niet verpakt,2
465,2024-10-18,In Productie,Gevuld,Verpakt,1
466,2024-11-19,Gemaakt,Niet gevuld,Niet verpakt,2
467,2024-12-20,In Productie,Niet gevuld,Niet verpakt,2
468,2024-01-21,Gemaakt,Gevuld,Niet verpakt,1
469,2024-02-22,In Productie,Niet gevuld,Niet verpakt,2
470,2024-03-23,Gemaakt,Niet gevuld,Verpakt,1
471,2024-04-24,In Productie,Gevuld,Niet verpakt,2
472,2024-05-25,Gemaakt,Niet gevuld,Niet verpakt,1
473,2024-06-26,In Productie,Niet gevuld,Niet verpakt,2
474,2024-07-27,Gemaakt,Gevuld,Niet verpakt,1
475,2024-08-28,In Productie,Niet gevuld,Verpakt,1
476,2024-09-01,Gemaakt,Niet gevuld,Niet verpakt,2
477,2024-10-02,In Productie,Gevuld,Niet verpakt,1
478,2024-11-03,Gemaakt,Niet gevuld,Niet verpakt,2
479,2024-12-04,In Productie,Niet gevuld,Niet verpakt,2
480,2024-01-05,Gemaakt,Gevuld,Verpakt,2
481,2024-02-06,In Productie,Niet gevuld,Niet verpakt,1
482,2024-03-07,Gemaakt,Niet gevuld,Niet verpakt,2
483,2024-04-08,In Productie,Gevuld,Niet verpakt,2
484,2024-05-09,Gemaakt,Niet gevuld,Niet verpakt,2
485,2024-06-10,In Productie,Niet gevuld,Verpakt,2
486,2024-07-11,Gemaakt,Gevuld,Niet verpakt,2
487,2024-08-12,In Productie,Niet gevuld,Niet verpakt,1
488,2024-09-13,Gemaakt,Niet gevuld,Niet verpakt,2
489,2024-10-14,In Productie,Gevuld,Niet verpakt,2
490,2024-11-15,Gemaakt,Niet gevuld,Verpakt,2
491,2024-12-16,In Productie,Niet gevuld,Niet verpakt,1
492,2024-01-17,Gemaakt,Gevuld,Niet verpakt,1
493,2024-02-18,In Productie,Niet gevuld,Niet verpakt,2
494,2024-03-19,Gemaakt,Niet gevuld,Niet verpakt,2
495,2024-04-20,In Productie,Gevuld,Verpakt,1
496,2024-05-21,Gemaakt,Niet gevuld,Niet verpakt,1
497,2024-06-22,In Productie,Niet gevuld,Niet verpakt,1
498,2024-07-23,Gemaakt,Gevuld,Niet verpakt,2
499,2024-08-24,In Productie,Niet gevuld,Niet verpakt,2
500,2024-09-25,Gemaakt,Niet gevuld,Verpakt,1
501,2024-10-26,In Productie,Gevuld,Niet verpakt,2
502,2024-11-27,Gemaakt,Niet gevuld,Niet verpakt,1
503,2024-12-28,In Productie,Niet gevuld,Niet verpakt,2
504,2024-01-01,Gemaakt,Gevuld,Niet verpakt,1
505,2024-02-02,In Productie,Niet gevuld,Verpakt,1
506,2024-03-03,Gemaakt,Niet gevuld,Niet verpakt,2
507,2024-04-04,In Productie,Gevuld,Niet verpakt,2
508,2024-05-05,Gemaakt,Niet gevuld,Niet verpakt,2
509,2024-06-06,In Productie,Niet gevuld,Niet verpakt,2
510,2024-07-07,Gemaakt,Gevuld,Verpakt,2
511,2024-08-08,In Productie,Niet gevuld,Niet verpakt,1
512,2024-09-09,Gemaakt,Niet gevuld,Niet verpakt,2
513,2024-10-10,In Productie,Gevuld,Niet verpakt,1
514,2024-11-11,Gemaakt,Niet gevuld,Niet verpakt,2
515,2024-12-12,In Productie,Niet gevuld,Verpakt,1
516,2024-01-13,Gemaakt,Gevuld,Niet verpakt,1
517,2024-02-14,In Productie,Niet gevuld,Niet verpakt,1
518,2024-03-15,Gemaakt,Niet gevuld,Niet verpakt,2
519,2024-04-16,In Productie,Gevuld,Niet verpakt,2
520,2024-05-17,Gemaakt,Niet gevuld,Verpakt,2
521,2024-06-18,In Productie,Niet gevuld,Niet verpakt,1
522,2024-07-19,Gemaakt,Gevuld,Niet verpakt,1
523,2024-08-20,In Productie,Niet gevuld,Niet verpakt,2
524,2024-09-21,Gemaakt,Niet gevuld,Niet verpakt,1
525,2024-10-22,In Productie,Gevuld,Verpakt,1
526,2024-11-23,Gemaakt,Niet gevuld,Niet verpakt,2
527,2024-12-24,In Productie,Niet gevuld,Niet verpakt,1
528,2024-01-25,Gemaakt,Gevuld,Niet verpakt,2
529,2024-02-26,In Productie,Niet gevuld,Niet verpakt,2
530,2024-03-27,Gemaakt,Niet gevuld,Verpakt,1
531,2024-04-28,In Productie,Gevuld,Niet verpakt,1
532,2024-05-01,Gemaakt,Niet gevuld,Niet verpakt,1
533,2024-06-02,In Productie,Niet gevuld,Niet verpakt,1
534,2024-07-03,Gemaakt,Gevuld,Niet verpakt,2
535,2024-08-04,In Productie,Niet gevuld,Verpakt,1
536,2024-09-05,Gemaakt,Niet gevuld,Niet verpakt,2
537,2024-10-06,In Productie,Gevuld,Niet verpakt,1
538,2024-11-07,Gemaakt,Niet gevuld,Niet verpakt,1
539,2024-12-08,In Productie,Niet gevuld,Niet verpakt,2
540,2024-01-09,Gemaakt,Gevuld,Verpakt,1
541,2024-02-10,In Productie,Niet gevuld,Niet verpakt,2
542,2024-03-11,Gemaakt,Niet gevuld,Niet verpakt,1
543,2024-04-12,In Productie,Gevuld,Niet verpakt,1
544,2024-05-13,Gemaakt,Niet gevuld,Niet verpakt,2
545,2024-06-14,In Productie,Niet gevuld,Verpakt,2
546,2024-07-15,Gemaakt,Gevuld,Niet verpakt,1
547,2024-08-16,In Productie,Niet gevuld,Niet verpakt,1
548,2024-09-17,Gemaakt,Niet gevuld,Niet verpakt,2
549,2024-10-18,In Productie,Gevuld,Niet verpakt,1
550,2024-11-19,Gemaakt,Niet gevuld,Verpakt,1
551,2024-12-20,In Productie,Niet gevuld,Niet verpakt,1
552,2024-01-21,Gemaakt,Gevuld,Niet verpakt,2
553,2024-02-22,In Productie,Niet gevuld,Niet verpakt,2
554,2024-03-23,Gemaakt,Niet gevuld,Niet verpakt,2
555,2024-04-24,In Productie,Gevuld,Verpakt,1
556,2024-05-25,Gemaakt,Niet gevuld,Niet verpakt,2
557,2024-06-26,In Productie,Niet gevuld,Niet verpakt,1
558,2024-07-27,Gemaakt,Gevuld,Niet verpakt,1
559,2024-08-28,In Productie,Niet gevuld,Niet verpakt,2
560,2024-09-01,Gemaakt,Niet gevuld,Verpakt,2
561,2024-10-02,In Productie,Gevuld,Niet verpakt,2
562,2024-11-03,Gemaakt,Niet gevuld,Niet verpakt,1
563,2024-12-04,In Productie,Niet gevuld,Niet verpakt,1
564,2024-01-05,Gemaakt,Gevuld,Niet verpakt,1
565,2024-02-06,In Productie,Niet gevuld,Verpakt,2
566,2024-03-07,Gemaakt,Niet gevuld,Niet verpakt,2
567,2024-04-08,In Productie,Gevuld,Niet verpakt,1
568,2024-05-09,Gemaakt,Niet gevuld,Niet verpakt,2
569,2024-06-10,In Productie,Niet gevuld,Niet verpakt,1
570,2024-07-11,Gemaakt,Gevuld,Verpakt,1
571,2024-08-12,In Productie,Niet gevuld,Niet verpakt,2
572,2024-09-13,Gemaakt,Niet gevuld,Niet verpakt,2
573,2024-10-14,In Productie,Gevuld,Niet verpakt,2
574,2024-11-15,Gemaakt,Niet gevuld,Niet verpakt,1
575,2024-12-16,In Productie,Niet gevuld,Verpakt,2
576,2024-01-17,Gemaakt,Gevuld,Niet verpakt,1
577,2024-02-18,In Productie,Niet gevuld,Niet verpakt,2
578,2024-03-19,Gemaakt,Niet gevuld,Niet verpakt,2
579,2024-04-20,In Productie,Gevuld,Niet verpakt,1
580,2024-05-21,Gemaakt,Niet gevuld,Verpakt,1
581,2024-06-22,In Productie,Niet gevuld,Niet verpakt,1
582,2024-07-23,Gemaakt,Gevuld,Niet verpakt,1
583,2024-08-24,In Productie,Niet gevuld,Niet verpakt,1
584,2024-09-25,Gemaakt,Niet gevuld,Niet verpakt,1
585,2024-10-26,In Productie,Gevuld,Verpakt,2
586,2024-11-27,Gemaakt,Niet gevuld,Niet verpakt,2
587,2024-12-28,In Productie,Niet gevuld,Niet verpakt,2
588,2024-01-01,Gemaakt,Gevuld,Niet verpakt,1
589,2024-02-02,In Productie,Niet gevuld,Niet verpakt,2
590,2024-03-03,Gemaakt,Niet gevuld,Verpakt,2
591,2024-04-04,In Productie,Gevuld,Niet verpakt,1
592,2024-05-05,Gemaakt,Niet gevuld,Niet verpakt,1
593,2024-06-06,In Productie,Niet gevuld,Niet verpakt,2
594,2024-07-07,Gemaakt,Gevuld,Niet verpakt,2
595,2024-08-08,In Productie,Niet gevuld,Verpakt,2
596,2024-09-09,Gemaakt,Niet gevuld,Niet verpakt,2
597,2024-10-10,In Productie,Gevuld,Niet verpakt,2
598,2024-11-11,Gemaakt,Niet gevuld,Niet verpakt,1
599,2024-12-12,In Productie,Niet gevuld,Niet verpakt,1
600,2024-01-13,Gemaakt,Gevuld,Verpakt,1
601,2024-02-14,In Productie,Niet gevuld,Niet verpakt,2
602,2024-03-15,Gemaakt,Niet gevuld,Niet verpakt,2
603,2024-04-16,In Productie,Gevuld,Niet verpakt,1
604,2024-05-17,Gemaakt,Niet gevuld,Niet verpakt,2
605,2024-06-18,In Productie,Niet gevuld,Verpakt,2
606,2024-07-19,Gemaakt,Gevuld,Niet verpakt,1
607,2024-08-20,In Productie,Niet gevuld,Niet verpakt,1
608,2024-09-21,Gemaakt,Niet gevuld,Niet verpakt,1
609,2024-10-22,In Productie,Gevuld,Niet verpakt,1
610,2024-11-23,Gemaakt,Niet gevuld,Verpakt,2
611,2024-12-24,In Productie,Niet gevuld,Niet verpakt,2
612,2024-01-25,Gemaakt,Gevuld,Niet verpakt,1
613,2024-02-26,In Productie,Niet gevuld,Niet verpakt,2
614,2024-03-27,Gemaakt,Niet gevuld,Niet verpakt,1
615,2024-04-28,In Productie,Gevuld,Verpakt,2
616,2024-05-01,Gemaakt,Niet gevuld,Niet verpakt,1
617,2024-06-02,In Productie,Niet gevuld,Niet verpakt,2
618,2024-07-03,Gemaakt,Gevuld,Niet verpakt,1
619,2024-08-04,In Productie,Niet gevuld,Niet verpakt,1
620,2024-09-05,Gemaakt,Niet gevuld,Verpakt,2
621,2024-10-06,In Productie,Gevuld,Niet verpakt,1
622,2024-11-07,Gemaakt,Niet gevuld,Niet verpakt,2
623,2024-12-08,In Productie,Niet gevuld,Niet verpakt,1
624,2024-01-09,Gemaakt,Gevuld,Niet verpakt,1
625,2024-02-10,In Productie,Niet gevuld,Verpakt,1
626,2024-03-11,Gemaakt,Niet gevuld,Niet verpakt,1
627,2024-04-12,In Productie,Gevuld,Niet verpakt,2
628,2024-05-13,Gemaakt,Niet gevuld,Niet verpakt,2
629,2024-06-14,In Productie,Niet gevuld,Niet verpakt,2
630,2024-07-15,Gemaakt,Gevuld,Verpakt,2
631,2024-08-16,In Productie,Niet gevuld,Niet verpakt,2
632,2024-09-17,Gemaakt,Niet gevuld,Niet verpakt,2
633,2024-10-18,In Productie,Gevuld,Niet verpakt,1
634,2024-11-19,Gemaakt,Niet gevuld,Niet verpakt,2
635,2024-12-20,In Productie,Niet gevuld,Verpakt,1
636,2024-01-21,Gemaakt,Gevuld,Niet verpakt,2
637,2024-02-22,In Productie,Niet gevuld,Niet verpakt,2
638,2024-03-23,Gemaakt,Niet gevuld,Niet verpakt,1
639,2024-04-24,In Productie,Gevuld,Niet verpakt,2
640,2024-05-25,Gemaakt,Niet gevuld,Verpakt,1
641,2024-06-26,In Productie,Niet gevuld,Niet verpakt,2
642,2024-07-27,Gemaakt,Gevuld,Niet verpakt,1
643,2024-08-28,In Productie,Niet gevuld,Niet verpakt,2
644,2024-09-01,Gemaakt,Niet gevuld,Niet verpakt,2
645,2024-10-02,In Productie,Gevuld,Verpakt,2
646,2024-11-03,Gemaakt,Niet gevuld,Niet verpakt,2
647,2024-12-04,In Productie,Niet gevuld,Niet verpakt,2
648,2024-01-05,Gemaakt,Gevuld,Niet verpakt,2
649,2024-02-06,In Productie,Niet gevuld,Niet verpakt,1
650,2024-03-07,Gemaakt,Niet gevuld,Verpakt,2
651,2024-04-08,In Productie,Gevuld,Niet verpakt,1
652,2024-05-09,Gemaakt,Niet gevuld,Niet verpakt,1
653,2024-06-10,In Productie,Niet gevuld,Niet verpakt,2
654,2024-07-11,Gemaakt,Gevuld,Niet verpakt,2
655,2024-08-12,In Productie,Niet gevuld,Verpakt,2
656,2024-09-13,Gemaakt,Niet gevuld,Niet verpakt,1
657,2024-10-14,In Productie,Gevuld,Niet verpakt,2
658,2024-11-15,Gemaakt,Niet gevuld,Niet verpakt,1
659,2024-12-16,In Productie,Niet gevuld,Niet verpakt,1
660,2024-01-17,Gemaakt,Gevuld,Verpakt,1
661,2024-02-18,In Productie,Niet gevuld,Niet verpakt,2
662,2024-03-19,Gemaakt,Niet gevuld,Niet verpakt,2
663,2024-04-20,In Productie,Gevuld,Niet verpakt,2
664,2024-05-21,Gemaakt,Niet gevuld,Niet verpakt,1
665,2024-06-22,In Productie,Niet gevuld,Verpakt,1
666,2024-07-23,Gemaakt,Gevuld,Niet verpakt,1
667,2024-08-24,In Productie,Niet gevuld,Niet verpakt,1
668,2024-09-25,Gemaakt,Niet gevuld,Niet verpakt,2
669,2024-10-26,In Productie,Gevuld,Niet verpakt,2
670,2024-11-27,Gemaakt,Niet gevuld,Verpakt,2
671,2024-12-28,In Productie,Niet gevuld,Niet verpakt,1
672,2024-01-01,Gemaakt,Gevuld,Niet verpakt,1
673,2024-02-02,In Productie,Niet gevuld,Niet verpakt,1
674,2024-03-03,Gemaakt,Niet gevuld,Niet verpakt,1
675,2024-04-04,In Productie,Gevuld,Verpakt,2
676,2024-05-05,Gemaakt,Niet gevuld,Niet verpakt,1
677,2024-06-06,In Productie,Niet gevuld,Niet verpakt,1
678,2024-07-07,Gemaakt,Gevuld,Niet verpakt,2
679,2024-08-08,In Productie,Niet gevuld,Niet verpakt,2
680,2024-09-09,Gemaakt,Niet gevuld,Verpakt,1
681,2024-10-10,In Productie,Gevuld,Niet verpakt,1
682,2024-11-11,Gemaakt,Niet gevuld,Niet verpakt,1
683,2024-12-12,In Productie,Niet gevuld,Niet verpakt,1
684,2024-01-13,Gemaakt,Gevuld,Niet verpakt,2
685,2024-02-14,In Productie,Niet gevuld,Verpakt,2
686,2024-03-15,Gemaakt,Niet gevuld,Niet verpakt,2
687,2024-04-16,In Productie,Gevuld,Niet verpakt,1
688,2024-05-17,Gemaakt,Niet gevuld,Niet verpakt,1
689,2024-06-18,In Productie,Niet gevuld,Niet verpakt,1
690,2024-07-19,Gemaakt,Gevuld,Verpakt,2
691,2024-08-20,In Productie,Niet gevuld,Niet verpakt,2
692,2024-09-21,Gemaakt,Niet gevuld,Niet verpakt,2
693,2024-10-22,In Productie,Gevuld,Niet verpakt,1
694,2024-11-23,Gemaakt,Niet gevuld,Niet verpakt,2
695,2024-12-24,In Productie,Niet gevuld,Verpakt,2
696,2024-01-25,Gemaakt,Gevuld,Niet verpakt,2
697,2024-02-26,In Productie,Niet gevuld,Niet verpakt,1
698,2024-03-27,Gemaakt,Niet gevuld,Niet verpakt,1
699,2024-04-28,In Productie,Gevuld,Niet verpakt,2
700,2024-05-01,Gemaakt,Niet gevuld,Verpakt,1
701,2024-06-02,In Productie,Niet gevuld,Niet verpakt,2
702,2024-07-03,Gemaakt,Gevuld,Niet verpakt,1
703,2024-08-04,In Productie,Niet gevuld,Niet verpakt,2
704,2024-09-05,Gemaakt,Niet gevuld,Niet verpakt,1
705,2024-10-06,In Productie,Gevuld,Verpakt,2
706,2024-11-07,Gemaakt,Niet gevuld,Niet verpakt,1
707,2024-12-08,In Productie,Niet gevuld,Niet verpakt,2
708,2024-01-09,Gemaakt,Gevuld,Niet verpakt,1
709,2024-02-10,In Productie,Niet gevuld,Niet verpakt,2
710,2024-03-11,Gemaakt,Niet gevuld,Verpakt,2
711,2024-04-12,In Productie,Gevuld,Niet verpakt,2
712,2024-05-13,Gemaakt,Niet gevuld,Niet verpakt,2
713,2024-06-14,In Productie,Niet gevuld,Niet verpakt,1
714,2024-07-15,Gemaakt,Gevuld,Niet verpakt,2
715,2024-08-16,In Productie,Niet gevuld,Verpakt,1
716,2024-09-17,Gemaakt,Niet gevuld,Niet verpakt,1
717,2024-10-18,In Productie,Gevuld,Niet verpakt,1
718,2024-11-19,Gemaakt,Niet gevuld,Niet verpakt,1
719,2024-12-20,In Productie,Niet gevuld,Niet verpakt,1
720,2024-01-21,Gemaakt,Gevuld,Verpakt,2
721,2024-02-22,In Productie,Niet gevuld,Niet verpakt,1
722,2024-03-23,Gemaakt,Niet gevuld,Niet verpakt,1
723,2024-04-24,In Productie,Gevuld,Niet verpakt,2
724,2024-05-25,Gemaakt,Niet gevuld,Niet verpakt,2
725,2024-06-26,In Productie,Niet gevuld,Verpakt,2
726,2024-07-27,Gemaakt,Gevuld,Niet verpakt,1
727,2024-08-28,In Productie,Niet gevuld,Niet verpakt,2
728,2024-09-01,Gemaakt,Niet gevuld,Niet verpakt,2
729,2024-10-02,In Productie,Gevuld,Niet verpakt,1
730,2024-11-03,Gemaakt,Niet gevuld,Verpakt,1
731,2024-12-04,In Productie,Niet gevuld,Niet verpakt,1
732,2024-01-05,Gemaakt,Gevuld,Niet verpakt,2
733,2024-02-06,In Productie,Niet gevuld,Niet verpakt,2
734,2024-03-07,Gemaakt,Niet gevuld,Niet verpakt,1
735,2024-04-08,In Productie,Gevuld,Verpakt,1
736,2024-05-09,Gemaakt,Niet gevuld,Niet verpakt,2
737,2024-06-10,In Productie,Niet gevuld,Niet verpakt,2
738,2024-07-11,Gemaakt,Gevuld,Niet verpakt,2
739,2024-08-12,In Productie,Niet gevuld,Niet verpakt,2
740,2024-09-13,Gemaakt,Niet gevuld,Verpakt,2
741,2024-10-14,In Productie,Gevuld,Niet verpakt,1
742,2024-11-15,Gemaakt,Niet gevuld,Niet verpakt,1
743,2024-12-16,In Productie,Niet gevuld,Niet verpakt,2
744,2024-01-17,Gemaakt,Gevuld,Niet verpakt,2
745,2024-02-18,In Productie,Niet gevuld,Verpakt,1
746,2024-03-19,Gemaakt,Niet gevuld,Niet verpakt,2
747,2024-04-20,In Productie,Gevuld,Niet verpakt,1
748,2024-05-21,Gemaakt,Niet gevuld,Niet verpakt,1
749,2024-06-22,In Productie,Niet gevuld,Niet verpakt,1
750,2024-07-23,Gemaakt,Gevuld,Verpakt,2
751,2024-08-24,In Productie,Niet gevuld,Niet verpakt,1
752,2024-09-25,Gemaakt,Niet gevuld,Niet verpakt,2
753,2024-10-26,In Productie,Gevuld,Niet verpakt,1
754,2024-11-27,Gemaakt,Niet gevuld,Niet verpakt,1
755,2024-12-28,In Productie,Niet gevuld,Verpakt,1
756,2024-01-01,Gemaakt,Gevuld,Niet verpakt,1
757,2024-02-02,In Productie,Niet gevuld,Niet verpakt,2
758,2024-03-03,Gemaakt,Niet gevuld,Niet verpakt,1
759,2024-04-04,In Productie,Gevuld,Niet verpakt,2
760,2024-05-05,Gemaakt,Niet gevuld,Verpakt,1
761,2024-06-06,In Productie,Niet gevuld,Niet verpakt,1
762,2024-07-07,Gemaakt,Gevuld,Niet verpakt,2
763,2024-08-08,In Productie,Niet gevuld,Niet verpakt,2
764,2024-09-09,Gemaakt,Niet gevuld,Niet verpakt,2
765,2024-10-10,In Productie,Gevuld,Verpakt,2
766,2024-11-11,Gemaakt,Niet gevuld,Niet verpakt,2
767,2024-12-12,In Productie,Niet gevuld,Niet verpakt,2
768,2024-01-13,Gemaakt,Gevuld,Niet verpakt,1
769,2024-02-14,In Productie,Niet gevuld,Niet verpakt,1
770,2024-03-15,Gemaakt,Niet gevuld,Verpakt,1
771,2024-04-16,In Productie,Gevuld,Niet verpakt,2
772,2024-05-17,Gemaakt,Niet gevuld,Niet verpakt,1
773,2024-06-18,In Productie,Niet gevuld,Niet verpakt,2
774,2024-07-19,Gemaakt,Gevuld,Niet verpakt,1
775,2024-08-20,In Productie,Niet gevuld,Verpakt,1
776,2024-09-21,Gemaakt,Niet gevuld,Niet verpakt,2
777,2024-10-22,In Productie,Gevuld,Niet verpakt,1
778,2024-11-23,Gemaakt,Niet gevuld,Niet verpakt,1
779,2024-12-24,In Productie,Niet gevuld,Niet verpakt,1
780,2024-01-25,Gemaakt,Gevuld,Verpakt,2
781,2024-02-26,In Productie,Niet gevuld,Niet verpakt,1
782,2024-03-27,Gemaakt,Niet gevuld,Niet verpakt,2
783,2024-04-28,In Productie,Gevuld,Niet verpakt,2
784,2024-05-01,Gemaakt,Niet gevuld,Niet verpakt,1
785,2024-06-02,In Productie,Niet gevuld,Verpakt,2
786,2024-07-03,Gemaakt,Gevuld,Niet verpakt,2
787,2024-08-04,In Productie,Niet gevuld,Niet verpakt,1
788,2024-09-05,Gemaakt,Niet gevuld,Niet verpakt,2
789,2024-10-06,In Productie,Gevuld,Niet verpakt,2
790,2024-11-07,Gemaakt,Niet gevuld,Verpakt,2
791,2024-12-08,In Productie,Niet gevuld,Niet verpakt,1
792,2024-01-09,Gemaakt,Gevuld,Niet verpakt,1
793,2024-02-10,In Productie,Niet gevuld,Niet verpakt,1
794,2024-03-11,Gemaakt,Niet gevuld,Niet verpakt,1
795,2024-04-12,In Productie,Gevuld,Verpakt,2
796,2024-05-13,Gemaakt,Niet gevuld,Niet verpakt,2
797,2024-06-14,In Productie,Niet gevuld,Niet verpakt,2
798,2024-07-15,Gemaakt,Gevuld,Niet verpakt,2
799,2024-08-16,In Productie,Niet gevuld,Niet verpakt,1
800,2024-09-17,Gemaakt,Niet gevuld,Verpakt,1
801,2024-10-18,In Productie,Gevuld,Niet verpakt,2
802,2024-11-19,Gemaakt,Niet gevuld,Niet verpakt,1
803,2024-12-20,In Productie,Niet gevuld,Niet verpakt,1
804,2024-01-21,Gemaakt,Gevuld,Niet verpakt,1
805,2024-02-22,In Productie,Niet gevuld,Verpakt,1
806,2024-03-23,Gemaakt,Niet gevuld,Niet verpakt,2
807,2024-04-24,In Productie,Gevuld,Niet verpakt,2
808,2024-05-25,Gemaakt,Niet gevuld,Niet verpakt,1
809,2024-06-26,In Productie,Niet gevuld,Niet verpakt,1
810,2024-07-27,Gemaakt,Gevuld,Verpakt,2
811,2024-08-28,In Productie,Niet gevuld,Niet verpakt,2
812,2024-09-01,Gemaakt,Niet gevuld,Niet verpakt,1
813,2024-10-02,In Productie,Gevuld,Niet verpakt,2
814,2024-11-03,Gemaakt,Niet gevuld,Niet verpakt,2
815,2024-12-04,In Productie,Niet gevuld,Verpakt,1
816,2024-01-05,Gemaakt,Gevuld,Niet verpakt,2
817,2024-02-06,In Productie,Niet gevuld,Niet verpakt,2
818,2024-03-07,Gemaakt,Niet gevuld,Niet verpakt,1
819,2024-04-08,In Productie,Gevuld,Niet verpakt,1
820,2024-05-09,Gemaakt,Niet gevuld,Verpakt,1
821,2024-06-10,In Productie,Niet gevuld,Niet verpakt,1
822,2024-07-11,Gemaakt,Gevuld,Niet verpakt,2
823,2024-08-12,In Productie,Niet gevuld,Niet verpakt,2
824,2024-09-13,Gemaakt,Niet gevuld,Niet verpakt,2
825,2024-10-14,In Productie,Gevuld,Verpakt,2
826,2024-11-15,Gemaakt,Niet gevuld,Niet verpakt,2
827,2024-12-16,In Productie,Niet gevuld,Niet verpakt,1
828,2024-01-17,Gemaakt,Gevuld,Niet verpakt,2
829,2024-02-18,In Productie,Niet gevuld,Niet verpakt,1
830,2024-03-19,Gemaakt,Niet gevuld,Verpakt,2
831,2024-04-20,In Productie,Gevuld,Niet verpakt,2
832,2024-05-21,Gemaakt,Niet gevuld,Niet verpakt,2
833,2024-06-22,In Productie,Niet gevuld,Niet verpakt,1
834,2024-07-23,Gemaakt,Gevuld,Niet verpakt,1
835,2024-08-24,In Productie,Niet gevuld,Verpakt,1
836,2024-09-25,Gemaakt,Niet gevuld,Niet verpakt,1
837,2024-10-26,In Productie,Gevuld,Niet verpakt,1
838,2024-11-27,Gemaakt,Niet gevuld,Niet verpakt,1
839,2024-12-28,In Productie,Niet gevuld,Niet verpakt,2
840,2024-01-01,Gemaakt,Gevuld,Verpakt,2
841,2024-02-02,In Productie,Niet gevuld,Niet verpakt,2
842,2024-03-03,Gemaakt,Niet gevuld,Niet verpakt,1
843,2024-04-04,In Productie,Gevuld,Niet verpakt,2
844,2024-05-05,Gemaakt,Niet gevuld,Niet verpakt,2
845,2024-06-06,In Productie,Niet gevuld,Verpakt,2
846,2024-07-07,Gemaakt,Gevuld,Niet verpakt,2
847,2024-08-08,In Productie,Niet gevuld,Niet verpakt,1
848,2024-09-09,Gemaakt,Niet gevuld,Niet verpakt,2
849,2024-10-10,In Productie,Gevuld,Niet verpakt,2
850,2024-11-11,Gemaakt,Niet gevuld,Verpakt,2
851,2024-12-12,In Productie,Niet gevuld,Niet verpakt,1
852,2024-01-13,Gemaakt,Gevuld,Niet verpakt,2
853,2024-02-14,In Productie,Niet gevuld,Niet verpakt,1
854,2024-03-15,Gemaakt,Niet gevuld,Niet verpakt,2
855,2024-04-16,In Productie,Gevuld,Verpakt,2
856,2024-05-17,Gemaakt,Niet gevuld,Niet verpakt,1
857,2024-06-18,In Productie,Niet gevuld,Niet verpakt,2
858,2024-07-19,Gemaakt,Gevuld,Niet verpakt,1
859,2024-08-20,In Productie,Niet gevuld,Niet verpakt,2
860,2024-09-21,Gemaakt,Niet gevuld,Verpakt,1
861,2024-10-22,In Productie,Gevuld,Niet verpakt,2
862,2024-11-23,Gemaakt,Niet gevuld,Niet verpakt,2
863,2024-12-24,In Productie,Niet gevuld,Niet verpakt,1
864,2024-01-25,Gemaakt,Gevuld,Niet verpakt,2
865,2024-02-26,In Productie,Niet gevuld,Verpakt,2
866,2024-03-27,Gemaakt,Niet gevuld,Niet verpakt,1
867,2024-04-28,In Productie,Gevuld,Niet verpakt,1
868,2024-05-01,Gemaakt,Niet gevuld,Niet verpakt,1
869,2024-06-02,In Productie,Niet gevuld,Niet verpakt,1
870,2024-07-03,Gemaakt,Gevuld,Verpakt,1
871,2024-08-04,In Productie,Niet gevuld,Niet verpakt,1
