PackagingID,P_DatumTijdStart,P_DatumTijdEind,P_Machine,AantalStuksPerDoos,BatchID
366,2024-10-06 10:30:00,2024-10-06 13:24:00,Machine C1,15,366
367,2024-11-07 11:30:00,2024-11-07 13:04:00,Machine C2,18,367
368,2024-12-08 12:30:00,2024-12-08 14:48:00,Machine C3,11,368
369,2024-01-09 13:30:00,2024-01-09 16:09:00,Machine C4,20,369
370,2024-02-10 14:30:00,2024-02-10 15:36:00,Machine C0,5,370
371,2024-03-11 15:30:00,2024-03-11 17:35:00,Machine C1,8,371
372,2024-04-12 10:30:00,2024-04-12 11:33:00,Machine C2,13,372
373,2024-05-13 11:30:00,2024-05-13 13:34:00,Machine C3,10,373
374,2024-06-14 12:30:00,2024-06-14 13:49:00,Machine C4,6,374
375,2024-07-15 13:30:00,2024-07-15 14:56:00,Machine C0,5,375
376,2024-08-16 14:30:00,2024-08-16 17:05:00,Machine C1,13,376
377,2024-09-17 15:30:00,2024-09-17 18:07:00,Machine C2,15,377
378,2024-10-18 10:30:00,2024-10-18 11:57:00,Machine C3,12,378
379,2024-11-19 11:30:00,2024-11-19 12:49:00,Machine C4,17,379
380,2024-12-20 12:30:00,2024-12-20 13:49:00,Machine C0,8,380
381,2024-01-21 13:30:00,2024-01-21 16:14:00,Machine C1,18,381
382,2024-02-22 14:30:00,2024-02-22 17:20:00,Machine C2,13,382
383,2024-03-23 15:30:00,2024-03-23 17:46:00,Machine C3,18,383
384,2024-04-24 10:30:00,2024-04-24 12:10:00,Machine C4,10,384
385,2024-05-25 11:30:00,2024-05-25 13:35:00,Machine C0,10,385
386,2024-06-26 12:30:00,2024-06-26 14:45:00,Machine C1,11,386
387,2024-07-27 13:30:00,2024-07-27 15:28:00,Machine C2,14,387
388,2024-08-28 14:30:00,2024-08-28 16:42:00,Machine C3,10,388
389,2024-09-01 15:30:00,2024-09-01 17:39:00,Machine C4,15,389
390,2024-10-02 10:30:00,2024-10-02 13:06:00,Machine C0,20,390
391,2024-11-03 11:30:00,2024-11-03 13:09:00,Machine C1,11,391
392,2024-12-04 12:30:00,2024-12-04 13:43:00,Machine C2,10,392
393,2024-01-05 13:30:00,2024-01-05 14:56:00,Machine C3,8,393
394,2024-02-06 14:30:00,2024-02-06 16:20:00,Machine C4,5,394
395,2024-03-07 15:30:00,2024-03-07 17:22:00,Machine C0,17,395
396,2024-04-08 10:30:00,2024-04-08 11:55:00,Machine C1,11,396
397,2024-05-09 11:30:00,2024-05-09 12:47:00,Machine C2,14,397
398,2024-06-10 12:30:00,2024-06-10 14:54:00,Machine C3,6,398
399,2024-07-11 13:30:00,2024-07-11 15:35:00,Machine C4,14,399
400,2024-08-12 14:30:00,2024-08-12 17:03:00,Machine C0,17,400
401,2024-09-13 15:30:00,2024-09-13 16:52:00,Machine C1,12,401
402,2024-10-14 10:30:00,2024-10-14 13:04:00,Machine C2,18,402
403,2024-11-15 11:30:00,2024-11-15 12:59:00,Machine C3,19,403
404,2024-12-16 12:30:00,2024-12-16 15:26:00,Machine C4,19,404
405,2024-01-17 13:30:00,2024-01-17 15:00:00,Machine C0,7,405
406,2024-02-18 14:30:00,2024-02-18 17:29:00,Machine C1,12,406
407,2024-03-19 15:30:00,2024-03-19 17:26:00,Machine C2,16,407
408,2024-04-20 10:30:00,2024-04-20 12:06:00,Machine C3,11,408
409,2024-05-21 11:30:00,2024-05-21 14:21:00,Machine C4,8,409
410,2024-06-22 12:30:00,2024-06-22 14:24:00,Machine C0,6,410
411,2024-07-23 13:30:00,2024-07-23 15:29:00,Machine C1,16,411
412,2024-08-24 14:30:00,2024-08-24 16:21:00,Machine C2,11,412
413,2024-09-25 15:30:00,2024-09-25 17:26:00,Machine C3,13,413
414,2024-10-26 10:30:00,2024-10-26 12:35:00,Machine C4,20,414
415,2024-11-27 11:30:00,2024-11-27 12:42:00,Machine C0,16,415
416,2024-12-28 12:30:00,2024-12-28 13:58:00,Machine C1,18,416
417,2024-01-01 13:30:00,2024-01-01 15:23:00,Machine C2,9,417
418,2024-02-02 14:30:00,2024-02-02 17:19:00,Machine C3,17,418
419,2024-03-03 15:30:00,2024-03-03 17:23:00,Machine C4,14,419
420,2024-04-04 10:30:00,2024-04-04 13:05:00,Machine C0,5,420
421,2024-05-05 11:30:00,2024-05-05 13:46:00,Machine C1,15,421
422,2024-06-06 12:30:00,2024-06-06 15:23:00,Machine C2,6,422
423,2024-07-07 13:30:00,2024-07-07 15:48:00,Machine C3,19,423
424,2024-08-08 14:30:00,2024-08-08 16:33:00,Machine C4,16,424
425,2024-09-09 15:30:00,2024-09-09 18:02:00,Machine C0,20,425
426,2024-10-10 10:30:00,2024-10-10 13:17:00,Machine C1,9,426
427,2024-11-11 11:30:00,2024-11-11 13:27:00,Machine C2,10,427
428,2024-12-12 12:30:00,2024-12-12 14:05:00,Machine C3,13,428
429,2024-01-13 13:30:00,2024-01-13 14:51:00,Machine C4,11,429
430,2024-02-14 14:30:00,2024-02-14 16:20:00,Machine C0,15,430
431,2024-03-15 15:30:00,2024-03-15 17:11:00,Machine C1,20,431
432,2024-04-16 10:30:00,2024-04-16 12:52:00,Machine C2,14,432
433,2024-05-17 11:30:00,2024-05-17 12:43:00,Machine C3,15,433
434,2024-06-18 12:30:00,2024-06-18 14:10:00,Machine C4,8,434
435,2024-07-19 13:30:00,2024-07-19 16:27:00,Machine C0,9,435
436,2024-08-20 14:30:00,2024-08-20 17:25:00,Machine C1,11,436
437,2024-09-21 15:30:00,2024-09-21 17:51:00,Machine C2,7,437
438,2024-10-22 10:30:00,2024-10-22 12:55:00,Machine C3,14,438
439,2024-11-23 11:30:00,2024-11-23 12:59:00,Machine C4,13,439
440,2024-12-24 12:30:00,2024-12-24 14:43:00,Machine C0,5,440
441,2024-01-25 13:30:00,2024-01-25 15:58:00,Machine C1,12,441
442,2024-02-26 14:30:00,2024-02-26 17:22:00,Machine C2,13,442
443,2024-03-27 15:30:00,2024-03-27 17:26:00,Machine C3,19,443
444,2024-04-28 10:30:00,2024-04-28 12:39:00,Machine C4,17,444
445,2024-05-01 11:30:00,2024-05-01 14:03:00,Machine C0,6,445
446,2024-06-02 12:30:00,2024-06-02 14:55:00,Machine C1,5,446
447,2024-07-03 13:30:00,2024-07-03 16:03:00,Machine C2,5,447
448,2024-08-04 14:30:00,2024-08-04 16:43:00,Machine C3,11,448
449,2024-09-05 15:30:00,2024-09-05 17:02:00,Machine C4,10,449
450,2024-10-06 10:30:00,2024-10-06 12:48:00,Machine C0,8,450
451,2024-11-07 11:30:00,2024-11-07 13:07:00,Machine C1,20,451
452,2024-12-08 12:30:00,2024-12-08 15:14:00,Machine C2,18,452
453,2024-01-09 13:30:00,2024-01-09 14:56:00,Machine C3,11,453
454,2024-02-10 14:30:00,2024-02-10 17:20:00,Machine C4,20,454
455,2024-03-11 15:30:00,2024-03-11 16:58:00,Machine C0,11,455
456,2024-04-12 10:30:00,2024-04-12 11:37:00,Machine C1,6,456
457,2024-05-13 11:30:00,2024-05-13 12:41:00,Machine C2,7,457
458,2024-06-14 12:30:00,2024-06-14 13:55:00,Machine C3,16,458
459,2024-07-15 13:30:00,2024-07-15 15:37:00,Machine C4,8,459
460,2024-08-16 14:30:00,2024-08-16 17:13:00,Machine C0,6,460
461,2024-09-17 15:30:00,2024-09-17 17:48:00,Machine C1,7,461
462,2024-10-18 10:30:00,2024-10-18 13:29:00,Machine C2,10,462
463,2024-11-19 11:30:00,2024-11-19 14:25:00,Machine C3,10,463
464,2024-12-20 12:30:00,2024-12-20 14:08:00,Machine C4,8,464
465,2024-01-21 13:30:00,2024-01-21 16:24:00,Machine C0,7,465
466,2024-02-22 14:30:00,2024-02-22 16:04:00,Machine C1,8,466
467,2024-03-23 15:30:00,2024-03-23 17:06:00,Machine C2,10,467
468,2024-04-24 10:30:00,2024-04-24 12:13:00,Machine C3,17,468
469,2024-05-25 11:30:00,2024-05-25 12:47:00,Machine C4,15,469
470,2024-06-26 12:30:00,2024-06-26 15:05:00,Machine C0,11,470
471,2024-07-27 13:30:00,2024-07-27 16:29:00,Machine C1,14,471
472,2024-08-28 14:30:00,2024-08-28 15:39:00,Machine C2,15,472
473,2024-09-01 15:30:00,2024-09-01 17:18:00,Machine C3,16,473
474,2024-10-02 10:30:00,2024-10-02 12:07:00,Machine C4,20,474
475,2024-11-03 11:30:00,2024-11-03 12:48:00,Machine C0,20,475
476,2024-12-04 12:30:00,2024-12-04 15:29:00,Machine C1,19,476
477,2024-01-05 13:30:00,2024-01-05 15:38:00,Machine C2,8,477
478,2024-02-06 14:30:00,2024-02-06 15:57:00,Machine C3,16,478
479,2024-03-07 15:30:00,2024-03-07 17:08:00,Machine C4,9,479
480,2024-04-08 10:30:00,2024-04-08 12:30:00,Machine C0,13,480
481,2024-05-09 11:30:00,2024-05-09 12:48:00,Machine C1,13,481
482,2024-06-10 12:30:00,2024-06-10 14:47:00,Machine C2,13,482
483,2024-07-11 13:30:00,2024-07-11 16:08:00,Machine C3,12,483
484,2024-08-12 14:30:00,2024-08-12 16:01:00,Machine C4,15,484
485,2024-09-13 15:30:00,2024-09-13 16:47:00,Machine C0,13,485
486,2024-10-14 10:30:00,2024-10-14 12:26:00,Machine C1,12,486
487,2024-11-15 11:30:00,2024-11-15 13:34:00,Machine C2,17,487
488,2024-12-16 12:30:00,2024-12-16 14:08:00,Machine C3,11,488
489,2024-01-17 13:30:00,2024-01-17 16:24:00,Machine C4,18,489
490,2024-02-18 14:30:00,2024-02-18 16:58:00,Machine C0,11,490
491,2024-03-19 15:30:00,2024-03-19 16:33:00,Machine C1,14,491
492,2024-04-20 10:30:00,2024-04-20 11:30:00,Machine C2,11,492
493,2024-05-21 11:30:00,2024-05-21 13:40:00,Machine C3,17,493
494,2024-06-22 12:30:00,2024-06-22 13:59:00,Machine C4,16,494
495,2024-07-23 13:30:00,2024-07-23 15:50:00,Machine C0,19,495
496,2024-08-24 14:30:00,2024-08-24 17:21:00,Machine C1,18,496
497,2024-09-25 15:30:00,2024-09-25 17:55:00,Machine C2,17,497
498,2024-10-26 10:30:00,2024-10-26 13:02:00,Machine C3,11,498
499,2024-11-27 11:30:00,2024-11-27 14:16:00,Machine C4,10,499
500,2024-12-28 12:30:00,2024-12-28 13:38:00,Machine C0,7,500
501,2024-01-01 13:30:00,2024-01-01 15:15:00,Machine C1,16,501
502,2024-02-02 14:30:00,2024-02-02 16:21:00,Machine C2,5,502
503,2024-03-03 15:30:00,2024-03-03 18:02:00,Machine C3,13,503
504,2024-04-04 10:30:00,2024-04-04 12:20:00,Machine C4,5,504
505,2024-05-05 11:30:00,2024-05-05 14:14:00,Machine C0,5,505
506,2024-06-06 12:30:00,2024-06-06 15:07:00,Machine C1,6,506
507,2024-07-07 13:30:00,2024-07-07 14:39:00,Machine C2,9,507
508,2024-08-08 14:30:00,2024-08-08 15:34:00,Machine C3,11,508
509,2024-09-09 15:30:00,2024-09-09 16:44:00,Machine C4,13,509
510,2024-10-10 10:30:00,2024-10-10 11:56:00,Machine C0,6,510
511,2024-11-11 11:30:00,2024-11-11 13:35:00,Machine C1,16,511
512,2024-12-12 12:30:00,2024-12-12 13:50:00,Machine C2,17,512
513,2024-01-13 13:30:00,2024-01-13 14:46:00,Machine C3,7,513
514,2024-02-14 14:30:00,2024-02-14 16:42:00,Machine C4,9,514
515,2024-03-15 15:30:00,2024-03-15 18:03:00,Machine C0,14,515
516,2024-04-16 10:30:00,2024-04-16 13:29:00,Machine C1,20,516
517,2024-05-17 11:30:00,2024-05-17 14:19:00,Machine C2,20,517
518,2024-06-18 12:30:00,2024-06-18 13:30:00,Machine C3,9,518
519,2024-07-19 13:30:00,2024-07-19 14:41:00,Machine C4,15,519
520,2024-08-20 14:30:00,2024-08-20 16:14:00,Machine C0,15,520
521,2024-09-21 15:30:00,2024-09-21 17:50:00,Machine C1,18,521
522,2024-10-22 10:30:00,2024-10-22 12:55:00,Machine C2,6,522
523,2024-11-23 11:30:00,2024-11-23 14:10:00,Machine C3,7,523
524,2024-12-24 12:30:00,2024-12-24 14:23:00,Machine C4,10,524
525,2024-01-25 13:30:00,2024-01-25 15:15:00,Machine C0,6,525
526,2024-02-26 14:30:00,2024-02-26 16:44:00,Machine C1,19,526
527,2024-03-27 15:30:00,2024-03-27 18:25:00,Machine C2,10,527
528,2024-04-28 10:30:00,2024-04-28 13:22:00,Machine C3,9,528
529,2024-05-01 11:30:00,2024-05-01 12:36:00,Machine C4,16,529
530,2024-06-02 12:30:00,2024-06-02 15:29:00,Machine C0,20,530
531,2024-07-03 13:30:00,2024-07-03 14:56:00,Machine C1,17,531
532,2024-08-04 14:30:00,2024-08-04 16:59:00,Machine C2,11,532
533,2024-09-05 15:30:00,2024-09-05 17:07:00,Machine C3,5,533
534,2024-10-06 10:30:00,2024-10-06 12:25:00,Machine C4,13,534
535,2024-11-07 11:30:00,2024-11-07 14:24:00,Machine C0,18,535
536,2024-12-08 12:30:00,2024-12-08 15:17:00,Machine C1,18,536
537,2024-01-09 13:30:00,2024-01-09 14:56:00,Machine C2,18,537
538,2024-02-10 14:30:00,2024-02-10 17:08:00,Machine C3,11,538
539,2024-03-11 15:30:00,2024-03-11 17:10:00,Machine C4,19,539
540,2024-04-12 10:30:00,2024-04-12 12:36:00,Machine C0,12,540
541,2024-05-13 11:30:00,2024-05-13 14:03:00,Machine C1,20,541
542,2024-06-14 12:30:00,2024-06-14 13:41:00,Machine C2,17,542
543,2024-07-15 13:30:00,2024-07-15 15:32:00,Machine C3,10,543
544,2024-08-16 14:30:00,2024-08-16 16:28:00,Machine C4,7,544
545,2024-09-17 15:30:00,2024-09-17 18:15:00,Machine C0,20,545
546,2024-10-18 10:30:00,2024-10-18 11:53:00,Machine C1,8,546
547,2024-11-19 11:30:00,2024-11-19 13:59:00,Machine C2,20,547
548,2024-12-20 12:30:00,2024-12-20 14:19:00,Machine C3,19,548
549,2024-01-21 13:30:00,2024-01-21 15:59:00,Machine C4,17,549
550,2024-02-22 14:30:00,2024-02-22 16:28:00,Machine C0,8,550
551,2024-03-23 15:30:00,2024-03-23 16:57:00,Machine C1,5,551
552,2024-04-24 10:30:00,2024-04-24 13:17:00,Machine C2,19,552
553,2024-05-25 11:30:00,2024-05-25 13:19:00,Machine C3,16,553
554,2024-06-26 12:30:00,2024-06-26 13:30:00,Machine C4,5,554
555,2024-07-27 13:30:00,2024-07-27 15:55:00,Machine C0,13,555
556,2024-08-28 14:30:00,2024-08-28 16:18:00,Machine C1,12,556
557,2024-09-01 15:30:00,2024-09-01 16:43:00,Machine C2,13,557
558,2024-10-02 10:30:00,2024-10-02 11:34:00,Machine C3,16,558
559,2024-11-03 11:30:00,2024-11-03 12:38:00,Machine C4,14,559
560,2024-12-04 12:30:00,2024-12-04 13:48:00,Machine C0,19,560
561,2024-01-05 13:30:00,2024-01-05 16:07:00,Machine C1,10,561
562,2024-02-06 14:30:00,2024-02-06 15:38:00,Machine C2,19,562
563,2024-03-07 15:30:00,2024-03-07 16:57:00,Machine C3,16,563
564,2024-04-08 10:30:00,2024-04-08 12:08:00,Machine C4,19,564
565,2024-05-09 11:30:00,2024-05-09 13:36:00,Machine C0,18,565
566,2024-06-10 12:30:00,2024-06-10 15:29:00,Machine C1,17,566
567,2024-07-11 13:30:00,2024-07-11 15:29:00,Machine C2,13,567
568,2024-08-12 14:30:00,2024-08-12 16:59:00,Machine C3,11,568
569,2024-09-13 15:30:00,2024-09-13 17:06:00,Machine C4,8,569
570,2024-10-14 10:30:00,2024-10-14 11:34:00,Machine C0,8,570
571,2024-11-15 11:30:00,2024-11-15 13:26:00,Machine C1,19,571
572,2024-12-16 12:30:00,2024-12-16 13:35:00,Machine C2,6,572
573,2024-01-17 13:30:00,2024-01-17 14:46:00,Machine C3,17,573
574,2024-02-18 14:30:00,2024-02-18 16:34:00,Machine C4,18,574
575,2024-03-19 15:30:00,2024-03-19 16:50:00,Machine C0,15,575
576,2024-04-20 10:30:00,2024-04-20 12:34:00,Machine C1,6,576
577,2024-05-21 11:30:00,2024-05-21 14:17:00,Machine C2,14,577
578,2024-06-22 12:30:00,2024-06-22 14:26:00,Machine C3,20,578
579,2024-07-23 13:30:00,2024-07-23 15:02:00,Machine C4,18,579
580,2024-08-24 14:30:00,2024-08-24 15:51:00,Machine C0,7,580
581,2024-09-25 15:30:00,2024-09-25 17:28:00,Machine C1,12,581
582,2024-10-26 10:30:00,2024-10-26 11:39:00,Machine C2,9,582
583,2024-11-27 11:30:00,2024-11-27 14:06:00,Machine C3,11,583
584,2024-12-28 12:30:00,2024-12-28 14:56:00,Machine C4,13,584
585,2024-01-01 13:30:00,2024-01-01 15:47:00,Machine C0,8,585
586,2024-02-02 14:30:00,2024-02-02 16:26:00,Machine C1,14,586
587,2024-03-03 15:30:00,2024-03-03 18:17:00,Machine C2,6,587
588,2024-04-04 10:30:00,2024-04-04 12:14:00,Machine C3,18,588
589,2024-05-05 11:30:00,2024-05-05 13:35:00,Machine C4,10,589
590,2024-06-06 12:30:00,2024-06-06 14:17:00,Machine C0,8,590
591,2024-07-07 13:30:00,2024-07-07 16:16:00,Machine C1,9,591
592,2024-08-08 14:30:00,2024-08-08 16:02:00,Machine C2,6,592
593,2024-09-09 15:30:00,2024-09-09 18:30:00,Machine C3,9,593
594,2024-10-10 10:30:00,2024-10-10 13:09:00,Machine C4,20,594
595,2024-11-11 11:30:00,2024-11-11 12:54:00,Machine C0,8,595
596,2024-12-12 12:30:00,2024-12-12 15:00:00,Machine C1,13,596
597,2024-01-13 13:30:00,2024-01-13 14:35:00,Machine C2,6,597
598,2024-02-14 14:30:00,2024-02-14 16:28:00,Machine C3,11,598
599,2024-03-15 15:30:00,2024-03-15 17:13:00,Machine C4,17,599
600,2024-04-16 10:30:00,2024-04-16 12:52:00,Machine C0,10,600
601,2024-05-17 11:30:00,2024-05-17 12:56:00,Machine C1,18,601
602,2024-06-18 12:30:00,2024-06-18 14:33:00,Machine C2,12,602
603,2024-07-19 13:30:00,2024-07-19 15:42:00,Machine C3,18,603
604,2024-08-20 14:30:00,2024-08-20 17:28:00,Machine C4,20,604
605,2024-09-21 15:30:00,2024-09-21 17:58:00,Machine C0,13,605
606,2024-10-22 10:30:00,2024-10-22 12:42:00,Machine C1,19,606
607,2024-11-23 11:30:00,2024-11-23 13:32:00,Machine C2,12,607
608,2024-12-24 12:30:00,2024-12-24 14:38:00,Machine C3,10,608
609,2024-01-25 13:30:00,2024-01-25 15:30:00,Machine C4,5,609
610,2024-02-26 14:30:00,2024-02-26 16:28:00,Machine C0,11,610
611,2024-03-27 15:30:00,2024-03-27 18:16:00,Machine C1,11,611
612,2024-04-28 10:30:00,2024-04-28 12:00:00,Machine C2,14,612
613,2024-05-01 11:30:00,2024-05-01 13:25:00,Machine C3,6,613
614,2024-06-02 12:30:00,2024-06-02 14:49:00,Machine C4,13,614
615,2024-07-03 13:30:00,2024-07-03 14:38:00,Machine C0,11,615
616,2024-08-04 14:30:00,2024-08-04 17:27:00,Machine C1,15,616
617,2024-09-05 15:30:00,2024-09-05 18:19:00,Machine C2,18,617
618,2024-10-06 10:30:00,2024-10-06 11:43:00,Machine C3,14,618
619,2024-11-07 11:30:00,2024-11-07 13:18:00,Machine C4,17,619
620,2024-12-08 12:30:00,2024-12-08 14:12:00,Machine C0,10,620
621,2024-01-09 13:30:00,2024-01-09 16:13:00,Machine C1,13,621
622,2024-02-10 14:30:00,2024-02-10 16:56:00,Machine C2,14,622
623,2024-03-11 15:30:00,2024-03-11 18:23:00,Machine C3,19,623
624,2024-04-12 10:30:00,2024-04-12 12:31:00,Machine C4,15,624
625,2024-05-13 11:30:00,2024-05-13 14:21:00,Machine C0,8,625
626,2024-06-14 12:30:00,2024-06-14 13:38:00,Machine C1,19,626
627,2024-07-15 13:30:00,2024-07-15 14:44:00,Machine C2,9,627
628,2024-08-16 14:30:00,2024-08-16 17:12:00,Machine C3,9,628
629,2024-09-17 15:30:00,2024-09-17 17:07:00,Machine C4,16,629
630,2024-10-18 10:30:00,2024-10-18 12:28:00,Machine C0,18,630
631,2024-11-19 11:30:00,2024-11-19 13:35:00,Machine C1,20,631
632,2024-12-20 12:30:00,2024-12-20 14:39:00,Machine C2,8,632
633,2024-01-21 13:30:00,2024-01-21 14:47:00,Machine C3,19,633
634,2024-02-22 14:30:00,2024-02-22 16:12:00,Machine C4,5,634
635,2024-03-23 15:30:00,2024-03-23 17:05:00,Machine C0,6,635
636,2024-04-24 10:30:00,2024-04-24 12:11:00,Machine C1,18,636
637,2024-05-25 11:30:00,2024-05-25 14:17:00,Machine C2,8,637
638,2024-06-26 12:30:00,2024-06-26 14:32:00,Machine C3,15,638
639,2024-07-27 13:30:00,2024-07-27 16:08:00,Machine C4,20,639
640,2024-08-28 14:30:00,2024-08-28 15:39:00,Machine C0,6,640
641,2024-09-01 15:30:00,2024-09-01 17:59:00,Machine C1,19,641
642,2024-10-02 10:30:00,2024-10-02 13:00:00,Machine C2,14,642
643,2024-11-03 11:30:00,2024-11-03 13:27:00,Machine C3,5,643
644,2024-12-04 12:30:00,2024-12-04 15:13:00,Machine C4,8,644
645,2024-01-05 13:30:00,2024-01-05 15:23:00,Machine C0,8,645
646,2024-02-06 14:30:00,2024-02-06 16:45:00,Machine C1,15,646
647,2024-03-07 15:30:00,2024-03-07 18:29:00,Machine C2,12,647
648,2024-04-08 10:30:00,2024-04-08 13:25:00,Machine C3,9,648
649,2024-05-09 11:30:00,2024-05-09 12:53:00,Machine C4,8,649
650,2024-06-10 12:30:00,2024-06-10 15:30:00,Machine C0,10,650
651,2024-07-11 13:30:00,2024-07-11 14:43:00,Machine C1,16,651
652,2024-08-12 14:30:00,2024-08-12 16:00:00,Machine C2,16,652
653,2024-09-13 15:30:00,2024-09-13 16:32:00,Machine C3,11,653
654,2024-10-14 10:30:00,2024-10-14 13:29:00,Machine C4,6,654
655,2024-11-15 11:30:00,2024-11-15 13:59:00,Machine C0,16,655
656,2024-12-16 12:30:00,2024-12-16 13:53:00,Machine C1,5,656
657,2024-01-17 13:30:00,2024-01-17 14:32:00,Machine C2,11,657
658,2024-02-18 14:30:00,2024-02-18 16:48:00,Machine C3,6,658
659,2024-03-19 15:30:00,2024-03-19 18:11:00,Machine C4,17,659
660,2024-04-20 10:30:00,2024-04-20 11:33:00,Machine C0,17,660
661,2024-05-21 11:30:00,2024-05-21 13:05:00,Machine C1,5,661
662,2024-06-22 12:30:00,2024-06-22 14:58:00,Machine C2,10,662
663,2024-07-23 13:30:00,2024-07-23 16:16:00,Machine C3,17,663
664,2024-08-24 14:30:00,2024-08-24 16:04:00,Machine C4,15,664
665,2024-09-25 15:30:00,2024-09-25 17:36:00,Machine C0,11,665
666,2024-10-26 10:30:00,2024-10-26 12:38:00,Machine C1,9,666
667,2024-11-27 11:30:00,2024-11-27 12:59:00,Machine C2,19,667
668,2024-12-28 12:30:00,2024-12-28 14:19:00,Machine C3,17,668
669,2024-01-01 13:30:00,2024-01-01 16:27:00,Machine C4,5,669
670,2024-02-02 14:30:00,2024-02-02 16:02:00,Machine C0,10,670
671,2024-03-03 15:30:00,2024-03-03 17:50:00,Machine C1,18,671
672,2024-04-04 10:30:00,2024-04-04 11:32:00,Machine C2,7,672
673,2024-05-05 11:30:00,2024-05-05 14:01:00,Machine C3,5,673
674,2024-06-06 12:30:00,2024-06-06 13:32:00,Machine C4,18,674
675,2024-07-07 13:30:00,2024-07-07 16:00:00,Machine C0,19,675
676,2024-08-08 14:30:00,2024-08-08 15:31:00,Machine C1,14,676
677,2024-09-09 15:30:00,2024-09-09 17:00:00,Machine C2,10,677
678,2024-10-10 10:30:00,2024-10-10 12:41:00,Machine C3,17,678
679,2024-11-11 11:30:00,2024-11-11 13:58:00,Machine C4,13,679
680,2024-12-12 12:30:00,2024-12-12 15:01:00,Machine C0,8,680
681,2024-01-13 13:30:00,2024-01-13 15:59:00,Machine C1,15,681
682,2024-02-14 14:30:00,2024-02-14 17:09:00,Machine C2,12,682
683,2024-03-15 15:30:00,2024-03-15 17:54:00,Machine C3,13,683
684,2024-04-16 10:30:00,2024-04-16 11:38:00,Machine C4,7,684
685,2024-05-17 11:30:00,2024-05-17 12:53:00,Machine C0,13,685
686,2024-06-18 12:30:00,2024-06-18 15:14:00,Machine C1,18,686
687,2024-07-19 13:30:00,2024-07-19 15:48:00,Machine C2,13,687
688,2024-08-20 14:30:00,2024-08-20 17:00:00,Machine C3,5,688
689,2024-09-21 15:30:00,2024-09-21 16:30:00,Machine C4,8,689
690,2024-10-22 10:30:00,2024-10-22 11:30:00,Machine C0,12,690
691,2024-11-23 11:30:00,2024-11-23 12:35:00,Machine C1,7,691
692,2024-12-24 12:30:00,2024-12-24 13:39:00,Machine C2,6,692
693,2024-01-25 13:30:00,2024-01-25 15:00:00,Machine C3,9,693
694,2024-02-26 14:30:00,2024-02-26 15:56:00,Machine C4,20,694
695,2024-03-27 15:30:00,2024-03-27 17:38:00,Machine C0,15,695
696,2024-04-28 10:30:00,2024-04-28 13:13:00,Machine C1,5,696
697,2024-05-01 11:30:00,2024-05-01 13:17:00,Machine C2,10,697
698,2024-06-02 12:30:00,2024-06-02 14:15:00,Machine C3,11,698
699,2024-07-03 13:30:00,2024-07-03 16:16:00,Machine C4,7,699
700,2024-08-04 14:30:00,2024-08-04 16:46:00,Machine C0,18,700
701,2024-09-05 15:30:00,2024-09-05 17:40:00,Machine C1,5,701
702,2024-10-06 10:30:00,2024-10-06 13:24:00,Machine C2,20,702
703,2024-11-07 11:30:00,2024-11-07 14:26:00,Machine C3,18,703
704,2024-12-08 12:30:00,2024-12-08 13:55:00,Machine C4,13,704
705,2024-01-09 13:30:00,2024-01-09 16:24:00,Machine C0,13,705
706,2024-02-10 14:30:00,2024-02-10 16:03:00,Machine C1,13,706
707,2024-03-11 15:30:00,2024-03-11 17:01:00,Machine C2,6,707
708,2024-04-12 10:30:00,2024-04-12 11:52:00,Machine C3,6,708
709,2024-05-13 11:30:00,2024-05-13 13:15:00,Machine C4,12,709
710,2024-06-14 12:30:00,2024-06-14 14:41:00,Machine C0,16,710
711,2024-07-15 13:30:00,2024-07-15 16:29:00,Machine C1,19,711
712,2024-08-16 14:30:00,2024-08-16 15:41:00,Machine C2,20,712
713,2024-09-17 15:30:00,2024-09-17 17:07:00,Machine C3,14,713
714,2024-10-18 10:30:00,2024-10-18 12:21:00,Machine C4,12,714
715,2024-11-19 11:30:00,2024-11-19 13:45:00,Machine C0,8,715
716,2024-12-20 12:30:00,2024-12-20 15:08:00,Machine C1,14,716
717,2024-01-21 13:30:00,2024-01-21 15:13:00,Machine C2,9,717
718,2024-02-22 14:30:00,2024-02-22 16:28:00,Machine C3,11,718
719,2024-03-23 15:30:00,2024-03-23 18:05:00,Machine C4,15,719
720,2024-04-24 10:30:00,2024-04-24 12:10:00,Machine C0,13,720
721,2024-05-25 11:30:00,2024-05-25 13:18:00,Machine C1,11,721
722,2024-06-26 12:30:00,2024-06-26 14:55:00,Machine C2,10,722
723,2024-07-27 13:30:00,2024-07-27 14:44:00,Machine C3,10,723
724,2024-08-28 14:30:00,2024-08-28 16:59:00,Machine C4,7,724
725,2024-09-01 15:30:00,2024-09-01 16:38:00,Machine C0,13,725
726,2024-10-02 10:30:00,2024-10-02 12:57:00,Machine C1,7,726
727,2024-11-03 11:30:00,2024-11-03 13:55:00,Machine C2,5,727
728,2024-12-04 12:30:00,2024-12-04 15:14:00,Machine C3,19,728
729,2024-01-05 13:30:00,2024-01-05 15:24:00,Machine C4,18,729
730,2024-02-06 14:30:00,2024-02-06 17:19:00,Machine C0,12,730
731,2024-03-07 15:30:00,2024-03-07 17:27:00,Machine C1,14,731
732,2024-04-08 10:30:00,2024-04-08 11:35:00,Machine C2,12,732
